
0
4.6
2.6
2
-12.4
-9.8
1.2
4.9
1
5.7
0.7
7.7
8.8
-2
-0.2
1.2
3.7
-2.4
-0.3
3.4
0.1
0.2
-6.7
-6.1
7.4
-2.3
14.9
-5.9
-3.9
4.8
-8.6
-0.1
-1
-4.2
-5.2
4.3
8.1
6.5
-5.3
0.7
7.2
7.9
1.2
3.1
-0.2
0
-1.9
-0.3
5
0
0
1.7
3.1
2.3
1.8
-1.5
-0.4
4.6
-0.7
-7.3
-7.1
-0.6
0
3.6
-0.1
0.1
2.3
4.5
-4.6
1.4
-0.9
-0.7
-0.8
-1
3.8
1.5
-3.1
3.3
2.4
-2.8
-5.8
-3.4
15.5
2.5
-5.6
1.7
-4
-13.6
-21
3.4
0.6
5.5
-2.5
12.3
1.4
-7.9
10
-18.2
-7.3
-0.4
3.9
2.6
5.9
-10.6
12.7
0.2
-1.6
1.2
6.5
0.8
-0.5
8.6
-0.6
-3.5
-2.4
5.4
6.9
-3
-1.8
-1.1
1.7
5.7
1.5
1.2
3
1
13.7
4
1.1
4.2
-4.4
-4.7
-2
-6.3
1.5
6.9
-10.5
0
0.1
10.9
-3.8
0.6
-3.7
8
-5.3
9.7
1.2
2.4
1.7
2.1
3.5
1.6
-2.6
-12.7
14.7
-1
-7.6
-3.2
-9.9
-3.1
5.4
-1
-1.8
7.8
14.4
-2.1
-2.3
14.2
-0.7
-2.2
0.2
14.4
10.8
-5.3
11.1
-1.3
-8.9
4.8
-4.6
-5.1
-2.6
-3.4
-4.7
-18.7
-9.1
-4.5
7
-1.3
-2
2.5
-9.3
-5
-1
9.2
-10.1
-3.1
-0.8
-2.9
3.9
6.5
-5
1.9
0
-12.6
-1.9
6.6
-7.9
5.3
18.2
10.3
4.2
5.6
-2
5.2
2.4
-5.1
-2.5
0
-8.2
4.7
1.7
9.7
-3
-4
3.4
2.6
7.4
2.2
4.5
-11.1
-3.4
6.2
-4.8
1
1.3
13.7
6.1
-5.1
-5.7
2.3
-13
8.8
0
0
0.5
-8.8
-2.1
-13.1
-6
0.2
3.1
-4
-2.7
7.8
4
-5.9
6.1
-4.6
-0.2
-6.1
-3.9
3.1
-3.3
-4
-20.6
6.6
-4.7
8
-3.4
-5.1
10
7.4
-3.6
-3.5
-5.5
-1.4
14.2
1.3
4.1
-7.1
3.8
9.2
-12.2
-2.1
-3
1.1
-18.7
0.5
2
7.4
-2.9
-3
7.4
4
3.8
-2.2
-10.4
3.1
1.4
4.4
12.1
3.8
-2.4
2.1
-1.4
4.2
0
